location,Bâle,Bâle,Bâle,Bâle
20201004T2000,12.120529,69.0,12.55879,207.29958
20201004T2100,11.810529,72.0,11.609651,187.12502
20201004T2200,11.230529,72.0,14.154915,187.30576
20201004T2300,11.180529,72.0,11.928989,185.19443
20201005T0000,10.040529,78.0,10.799999,180.0
20201005T0100,9.270529,81.0,9.007196,177.7094
20201005T0200,9.010529,82.0,7.5599995,180.0
20201005T0300,9.480529,81.0,5.315336,151.69923
20201005T0400,9.810529,79.0,4.6938252,184.39871
20201005T0500,9.370529,79.0,9.220499,231.3402
20201005T0600,9.660529,75.0,8.891344,201.37062
20201005T0700,9.430529,79.0,8.350138,172.56859
20201005T0800,11.340529,72.0,11.183201,213.17851
20201005T0900,12.950529,62.0,17.49615,233.36589
20201005T1000,13.580529,58.0,23.000591,230.0796
20201005T1100,13.830529,59.0,25.264202,220.9555
20201005T1200,13.880529,59.0,25.984919,227.24574
20201005T1300,14.5505295,57.0,23.199759,228.14496
20201005T1400,14.620529,59.0,23.740902,220.69553
20201005T1500,13.500529,69.0,21.710716,220.29214
20201005T1600,13.610529,68.0,18.864824,221.90594
20201005T1700,13.880529,66.0,22.183128,228.28925
20201005T1800,13.400529,66.0,22.915916,223.72697
20201005T1900,12.570529,67.0,22.406927,223.69804
20201005T2000,12.680529,64.0,24.569836,219.05313
20201005T2100,12.070529,73.0,27.887802,219.23737
20201005T2200,12.010529,74.0,27.748037,224.47437
20201005T2300,12.520529,71.0,30.261421,237.63336
20201006T0000,12.240529,71.0,32.52177,243.7186
20201006T0100,11.960529,72.0,31.079075,244.62225
20201006T0200,11.330529,70.0,29.795301,241.8868
20201006T0300,11.130529,69.0,22.9724,237.80426
20201006T0400,10.690529,71.0,18.892282,239.03624
20201006T0500,10.640529,69.0,17.373497,235.98065
20201006T0600,10.8005295,68.0,12.682018,214.59229
20201006T0700,11.020529,69.0,13.5515,196.99083
20201006T0800,11.980529,67.0,21.868332,212.90524
20201006T0900,13.240529,60.0,31.160282,220.3141
20201006T1000,12.540529,61.0,29.568253,222.03906
20201006T1100,14.030529,56.0,33.09651,224.11859
20201006T1200,15.810529,55.0,33.233284,230.2739
20201006T1300,16.580528,60.0,26.250393,227.77917
20201006T1400,17.110529,59.0,26.564486,243.43495
20201006T1500,16.89053,58.0,28.916763,251.11392
20201006T1600,16.770529,58.0,26.999998,253.7398
20201006T1700,15.570529,72.0,11.304229,232.76517
20201006T1800,15.780529,71.0,14.345898,252.47443
20201006T1900,15.130529,73.0,19.245697,262.4762
20201006T2000,13.920529,85.0,21.626984,267.1376
20201006T2100,13.510529,87.0,20.188908,266.93353
20201006T2200,13.270529,82.0,23.623243,262.11688
20201006T2300,12.450529,79.0,25.620771,252.83807
20201007T0000,12.230529,78.0,26.61323,246.90317
20201007T0100,12.080529,78.0,26.208395,249.0755
20201007T0200,11.580529,79.0,26.00486,248.0513
20201007T0300,11.530529,81.0,26.717722,255.96376
20201007T0400,11.240529,83.0,26.903828,257.6375
20201007T0500,10.950529,82.0,26.552288,257.4712
20201007T0600,10.650529,82.0,26.459389,255.01837
20201007T0700,10.640529,82.0,28.036118,257.3914
20201007T0800,11.010529,81.0,27.402597,260.16644
20201007T0900,11.610529,78.0,28.943642,264.28943
20201007T1000,12.520529,73.0,28.19285,264.87183
20201007T1100,12.410529,71.0,27.44513,265.48602
20201007T1200,12.700529,69.0,27.36947,268.49255
20201007T1300,13.260529,72.0,25.223133,267.54596
20201007T1400,13.410529,71.0,24.122683,269.1449
20201007T1500,13.660529,70.0,23.4,270.0
20201007T1600,13.560529,70.0,22.68,270.0
20201007T1700,13.170529,71.0,20.532627,267.99045
20201007T1800,12.350529,74.0,15.273505,261.8699
20201007T1900,11.580529,77.0,13.37825,246.19406
20201007T2000,11.650529,75.0,14.021525,240.80252
20201007T2100,11.120529,77.0,13.276144,229.39871
20201007T2200,10.470529,80.0,12.031756,218.92755
20201007T2300,11.240529,78.0,11.457958,226.27303
20201008T0000,11.510529,77.0,12.738099,227.29062
20201008T0100,11.670529,75.0,12.984975,226.1233
20201008T0200,11.130529,77.0,12.031756,218.92755
20201008T0300,10.660529,79.0,11.212135,222.39745
20201008T0400,10.710529,79.0,8.287822,214.38034
20201008T0500,10.780529,79.0,7.9036193,210.06859
20201008T0600,10.760529,80.0,7.172949,197.52557
20201008T0700,10.920529,79.0,6.8399997,180.0
20201008T0800,12.040529,75.0,6.725354,195.52411
20201008T0900,13.500529,72.0,5.00128,239.74356
20201008T1000,15.580529,65.0,6.489992,273.17984
20201008T1100,17.21053,58.0,9.36,270.0
20201008T1200,18.110529,55.0,13.339445,273.09406
20201008T1300,18.82053,53.0,15.84,270.0
20201008T1400,19.420528,55.0,18.089775,275.7106
20201008T1500,19.32053,58.0,20.617662,282.09476
20201008T1600,18.840528,63.0,19.914217,282.5288
20201008T1700,18.280529,66.0,14.113653,275.85602
20201008T1800,17.280529,71.0,8.64,270.0
20201008T1900,16.600529,73.0,6.6087217,240.64226
20201008T2000,16.020529,72.0,6.4096174,218.15723
20201008T2100,15.480529,73.0,7.5685663,177.27368
20201008T2200,15.470529,68.0,8.4042845,170.13419
20201008T2300,13.970529,66.0,7.5942073,185.44034
20201009T0000,12.990529,64.0,7.42159,194.03624
20201009T0100,12.640529,66.0,8.049845,190.30484
20201009T0200,12.500529,69.0,7.5942073,185.44034
20201009T0300,12.280529,74.0,7.92,180.0
20201009T0400,11.920529,78.0,7.928178,177.39743
20201009T0500,11.620529,80.0,7.92,180.0
20201009T0600,11.470529,82.0,8.287822,177.51045
20201009T0700,11.580529,81.0,7.2805495,171.46924
20201009T0800,13.330529,78.0,5.5887027,165.06857
20201009T0900,15.880529,72.0,5.8603754,227.48956
20201009T1000,18.23053,61.0,10.446206,268.0251
20201009T1100,18.600529,60.0,13.363711,274.63547
20201009T1200,18.910528,62.0,14.154915,277.30576
20201009T1300,19.670528,60.0,12.224107,283.627
20201009T1400,20.07053,60.0,14.587776,285.7512
20201009T1500,19.840528,61.0,15.256526,289.29004
20201009T1600,19.64053,62.0,14.759999,282.6804
20201009T1700,19.20053,62.0,12.57426,283.2405
20201009T1800,18.23053,65.0,8.905908,284.03625
20201009T1900,17.280529,70.0,7.2,270.0
20201009T2000,16.660528,73.0,6.297428,239.03625
20201009T2100,16.07053,76.0,8.287822,214.38034
20201009T2200,15.120529,78.0,9.339208,207.55281
20201009T2300,14.460529,79.0,9.107359,198.43495
20201010T0000,13.960529,79.0,10.137692,196.50436
20201010T0100,13.510529,78.0,10.137692,196.50436
20201010T0200,13.410529,79.0,9.360001,202.61987
20201010T0300,13.940529,76.0,6.9527545,248.7495
20201010T0400,13.590529,83.0,18.079027,282.65256
20201010T0500,12.530529,87.0,21.603,336.4253
20201010T0600,10.470529,92.0,16.87398,348.9298
20201010T0700,9.8005295,92.0,10.009036,322.3058
20201010T0800,10.270529,89.0,6.763786,295.2011
20201010T0900,11.590529,81.0,10.966713,293.1986
20201010T1000,11.890529,79.0,15.379206,286.31384
20201010T1100,12.000529,80.0,14.205182,278.74615
20201010T1200,12.240529,75.0,13.896187,306.57306
20201010T1300,12.280529,75.0,11.165805,268.1524
20201010T1400,12.230529,73.0,12.620554,273.2705
20201010T1500,12.540529,71.0,14.869351,276.95297
20201010T1600,12.380529,72.0,15.226764,276.78897
20201010T1700,11.970529,73.0,13.004921,274.76364
20201010T1800,11.510529,75.0,11.5199995,270.0
20201010T1900,10.610529,79.0,12.9249525,257.125
20201010T2000,9.870529,80.0,12.371645,261.63412
20201010T2100,9.400529,79.0,10.661107,258.31064
20201010T2200,9.090529,80.0,9.387651,237.52881
20201010T2300,8.770529,80.0,9.504272,232.69606
20201011T0000,7.5005283,84.0,9.19939,239.42078
20201011T0100,7.6305285,82.0,7.386582,226.97495
20201011T0200,7.9105287,78.0,5.2416787,195.9454
20201011T0300,7.7005286,76.0,2.968636,194.03624
20201011T0400,6.9305286,78.0,2.3051248,218.65982
20201011T0500,6.0905285,80.0,3.7064266,209.05461
20201011T0600,5.2605286,80.0,5.495161,211.6075
20201011T0700,4.6205287,81.0,6.12,208.0725
20201011T0800,5.4105287,82.0,4.2136917,199.98311
20201011T0900,8.320529,77.0,9.0645685,263.15723
20201011T1000,9.810529,69.0,16.299694,263.65982
20201011T1100,10.350529,67.0,19.09358,272.16107
20201011T1200,10.3005295,67.0,20.12461,280.30487
20201011T1300,12.150529,56.0,10.587917,287.8189
20201011T1400,12.270529,57.0,13.202726,295.86633
20201011T1500,11.470529,62.0,15.2947035,296.56506
20201011T1600,11.310529,64.0,14.904173,307.1467
20201011T1700,11.0505295,64.0,15.042659,338.9625
20201011T1800,10.160529,67.0,18.057508,355.4261
20201011T1900,8.190529,78.0,14.934577,344.62375
20201011T2000,8.210529,79.0,13.527572,334.7989
20201011T2100,8.350529,74.0,13.53236,331.38956
20201011T2200,8.060529,77.0,9.220499,321.3402
20201011T2300,7.8405285,79.0,8.891344,291.37064
20201012T0000,7.7005286,79.0,10.163227,292.9321
20201012T0100,7.6605287,79.0,9.255571,283.49573
20201012T0200,7.6005287,79.0,7.8954163,294.22775
20201012T0300,7.3205285,80.0,8.669949,311.63354
20201012T0400,7.3005285,81.0,8.209263,307.875
20201012T0500,7.1305285,82.0,7.7043357,307.40536
20201012T0600,6.6205287,85.0,6.6087217,299.35776
20201012T0700,7.1205287,82.0,8.39657,300.96378
20201012T0800,7.5905285,78.0,11.709688,315.0
20201012T0900,8.150529,71.0,11.304229,322.76517
20201012T1000,9.220529,65.0,10.182337,315.0
20201012T1100,9.860529,62.0,11.4862,302.19574
20201012T1200,9.950529,60.0,12.594856,300.96375
20201012T1300,11.260529,61.0,8.217153,331.1892
20201012T1400,11.890529,59.0,9.511088,330.5241
20201012T1500,11.920529,58.0,10.00256,329.7436
20201012T1600,11.880529,57.0,9.793059,323.97263
20201012T1700,11.580529,59.0,8.4963045,323.61566
20201012T1800,10.990529,60.0,6.297428,329.03625
20201012T1900,10.760529,60.0,7.24486,333.43497
20201012T2000,10.430529,62.0,7.072878,345.25644
20201012T2100,10.150529,64.0,5.4119864,356.18594
20201012T2200,9.720529,69.0,4.6938252,355.60132
20201012T2300,9.170529,73.0,3.8268526,318.8141
20201013T0000,8.830529,72.0,2.4149535,333.43497
20201013T0100,8.590529,72.0,1.4399999,360.0
20201013T0200,8.380529,74.0,1.4399999,360.0
20201013T0300,8.030529,76.0,1.835647,11.309921
20201013T0400,7.7505283,77.0,3.096837,54.46232
20201013T0500,7.5505285,77.0,5.5887027,75.06858
20201013T0600,7.3805285,76.0,8.287822,92.48955
20201013T0700,7.3605285,76.0,8.473393,102.26477
20201013T0800,7.4705286,75.0,9.565437,109.798874
20201013T0900,8.610529,65.0,11.269782,116.56505
20201013T1000,9.870529,60.0,14.182355,113.96249
20201013T1100,10.970529,57.0,14.917212,109.746826
20201013T1200,12.020529,55.0,15.192682,103.70696
20201013T1300,12.340529,54.0,14.934577,105.37624
20201013T1400,13.170529,49.0,13.910169,100.43748
20201013T1500,13.600529,47.0,13.138765,99.46232
20201013T1600,13.570529,46.0,12.849528,101.30993
20201013T1700,13.160529,48.0,11.440978,102.72436
20201013T1800,12.500529,51.0,9.605998,102.99461
20201013T1900,11.810529,55.0,9.47012,98.74616
20201013T2000,10.830529,60.0,9.007196,92.2906
20201013T2100,9.930529,65.0,8.557102,104.620865
20201013T2200,9.330529,67.0,9.028754,113.498566
20201013T2300,8.940529,67.0,9.511088,119.47589
20201014T0000,8.430529,67.0,10.636766,113.96249
20201014T0100,7.6705284,70.0,10.464797,116.56505
20201014T0200,6.7705283,74.0,8.209263,127.874985
20201014T0300,5.8305287,78.0,4.6102495,141.34018
20201014T0400,5.4705286,80.0,2.2768397,161.56505
20201014T0500,5.3505287,80.0,1.835647,168.69006
20201014T0600,5.1605287,82.0,2.52,180.0
20201014T0700,4.8305287,83.0,2.5455842,188.1301
20201014T0800,5.6505284,79.0,1.4399999,270.0
20201014T0900,6.7505283,75.0,1.609969,296.56506
20201014T1000,8.190529,72.0,3.6,360.0
20201014T1100,9.600529,68.0,6.130579,356.63354
20201014T1200,10.790529,65.0,9.346143,344.35776
20201014T1300,12.130529,58.0,5.937272,345.96375
20201014T1400,13.180529,54.0,4.0249224,63.43495
20201014T1500,13.540529,49.0,4.8965297,53.97262
20201014T1600,13.570529,48.0,8.854829,63.43495
20201014T1700,12.890529,50.0,12.413477,60.46122
20201014T1800,11.440529,57.0,11.720751,47.489548
20201014T1900,9.830529,65.0,9.449572,49.635452
20201014T2000,8.590529,71.0,6.6185193,67.61986
20201014T2100,7.9005284,75.0,4.896529,72.89727
20201014T2200,7.9705286,74.0,4.6800003,67.380135
20201014T2300,7.6705284,75.0,2.8116899,50.194427
20201015T0000,6.9605284,80.0,2.0991426,329.03625
20201015T0100,6.5905285,83.0,3.219938,296.56506
20201015T0200,6.3905287,86.0,4.072935,315.0
20201015T0300,6.290529,87.0,3.319036,310.60132
20201015T0400,6.2005286,87.0,3.0547013,315.0
20201015T0500,6.1105285,88.0,4.6800003,292.61987
20201015T0600,6.0305285,89.0,5.8603754,312.51044
20201015T0700,6.1005287,90.0,4.0249224,333.43497
20201015T0800,6.6405287,88.0,4.802999,347.00537
20201015T0900,7.5505285,82.0,4.896529,342.89728
20201015T1000,8.820529,76.0,9.028754,336.50146
20201015T1100,9.250529,77.0,12.849528,348.69006
20201015T1200,9.540529,75.0,15.84409,1.3019409
20201015T1300,10.530529,76.0,16.215992,2.5447998
20201015T1400,11.020529,73.0,17.902534,15.154053
20201015T1500,11.180529,72.0,17.114204,22.249008
20201015T1600,11.280529,72.0,16.179985,20.854446
20201015T1700,11.450529,69.0,12.10157,22.750961
20201015T1800,10.530529,81.0,11.609651,352.875
20201015T1900,9.780529,87.0,14.618837,350.0738
20201015T2000,9.460529,89.0,15.629972,352.05652
20201015T2100,9.610529,91.0,15.4800005,360.0
20201015T2200,9.590529,92.0,11.304229,9.1623535
20201015T2300,9.410529,92.0,8.28,360.0
20201016T0000,8.880529,93.0,9.779817,353.65985
20201016T0100,8.470529,94.0,13.441071,352.30396
20201016T0200,8.460529,94.0,13.797912,352.50415
20201016T0300,8.140529,94.0,13.627795,347.79956
20201016T0400,7.8005285,95.0,13.708391,346.32867
20201016T0500,7.6705284,95.0,12.864649,342.07208
20201016T0600,7.4505286,95.0,12.72283,334.8852
20201016T0700,7.2605286,95.0,12.24,331.92752
20201016T0800,7.6205287,93.0,11.753877,332.65015
20201016T0900,8.410529,92.0,10.636766,336.03754
20201016T1000,9.320529,89.0,12.287555,328.17255
20201016T1100,9.860529,85.0,15.459054,332.24146
20201016T1200,10.360529,83.0,16.45007,336.8014
20201016T1300,12.790529,71.0,18.359999,360.0
20201016T1400,12.720529,73.0,18.486622,6.7098236
20201016T1500,12.900529,70.0,16.981165,4.864502
20201016T1600,12.870529,70.0,18.175545,7.9696045
20201016T1700,12.310529,72.0,16.343367,7.594635
20201016T1800,11.0505295,78.0,12.324414,6.7098236
20201016T1900,10.130529,83.0,8.669949,4.7636414
20201016T2000,10.310529,84.0,6.8399997,360.0
20201016T2100,9.980529,87.0,4.73506,351.25385
20201016T2200,9.680529,88.0,3.8939953,326.30994
20201016T2300,9.350529,87.0,6.489992,326.30994
20201017T0000,8.810529,84.0,7.628263,340.70996
20201017T0100,8.360529,83.0,6.830519,341.56506
20201017T0200,8.110529,84.0,5.6233797,320.19443
20201017T0300,7.7205286,86.0,5.904439,307.5686
20201017T0400,7.1905284,87.0,6.439876,296.56506
20201017T0500,6.7105284,86.0,7.729527,297.75854
20201017T0600,6.1805286,86.0,7.5685663,295.3462
20201017T0700,5.6005287,87.0,7.2805495,278.53076
20201017T0800,5.7705283,85.0,6.0347,287.35403
20201017T0900,6.7405286,81.0,4.072935,315.0
20201017T1000,8.340529,74.0,5.0911684,351.8699
20201017T1100,9.680529,67.0,5.771239,3.5763245
20201017T1200,10.700529,63.0,7.771331,13.392487
20201017T1300,11.640529,60.0,7.5599995,360.0
20201017T1400,12.220529,57.0,8.707238,352.875
20201017T1500,12.400529,56.0,9.114471,350.90973
20201017T1600,12.380529,54.0,9.449572,342.25534
20201017T1700,11.880529,55.0,9.504273,335.37643
20201017T1800,11.370529,56.0,8.707237,330.25513
20201017T1900,10.850529,61.0,7.5685663,334.65384
20201017T2000,10.250529,64.0,6.0347,342.646
20201017T2100,9.940529,65.0,4.6800003,337.38013
20201017T2200,9.650529,67.0,3.7064266,330.94543
20201017T2300,8.620529,71.0,3.6,323.13013
20201018T0000,7.6005287,77.0,5.00128,300.25644
20201018T0100,7.1905284,81.0,4.73506,278.74615
20201018T0200,7.9105287,78.0,4.1046314,285.25513
20201018T0300,7.9205284,78.0,3.8939953,303.69006
20201018T0400,7.790529,78.0,2.9024127,299.74487
20201018T0500,7.7705283,80.0,2.16,270.0
20201018T0600,7.790529,80.0,1.8,270.0
20201018T0700,7.7605286,81.0,1.609969,296.56506
20201018T0800,8.140529,80.0,2.4149535,333.43497
20201018T0900,8.980529,77.0,4.452954,345.96375
20201018T1000,10.120529,66.0,6.489992,340.55997
20201018T1100,10.810529,61.0,6.439876,333.43497
20201018T1200,11.190529,60.0,7.5942082,328.57043
20201018T1300,11.970529,53.0,4.896529,342.89728
20201018T1400,12.450529,51.0,5.315336,331.69925
20201018T1500,12.610529,50.0,6.696387,323.74615
20201018T1600,12.460529,50.0,7.9932966,324.16235
20201018T1700,11.920529,51.0,6.297428,329.03625
20201018T1800,11.200529,53.0,4.829907,333.43497
20201018T1900,10.490529,57.0,3.4152596,341.56506
20201018T2000,9.820529,59.0,0.35999998,360.0
20201018T2100,9.180529,62.0,1.08,180.0
20201018T2200,8.5505295,65.0,1.0182338,135.0
20201018T2300,8.170529,68.0,1.835647,101.30993
20201019T0000,7.6205287,71.0,2.52,89.99999
20201019T0100,6.7305284,75.0,4.379589,99.46232
20201019T0200,6.3805285,76.0,5.2416787,105.9454
20201019T0300,6.3205285,75.0,4.6800003,112.61986
20201019T0400,6.0005283,76.0,5.506941,101.30993
20201019T0500,5.7405286,76.0,5.2416787,105.9454
20201019T0600,5.5605288,77.0,6.725354,105.5241
20201019T0700,5.4405284,77.0,7.289444,110.22486
20201019T0800,5.3905287,79.0,6.9899354,101.88866
20201019T0900,7.5005283,76.0,8.473393,102.26477
20201019T1000,10.3005295,63.0,11.269782,116.56505
20201019T1100,11.760529,56.0,10.787993,115.70995
20201019T1200,12.740529,54.0,10.703569,109.653824
20201019T1300,13.940529,50.0,11.841756,109.53665
20201019T1400,14.630529,50.0,11.966954,105.708626
20201019T1500,15.100529,50.0,11.726277,107.87869
20201019T1600,15.3005295,50.0,11.367109,100.954056
20201019T1700,14.770529,53.0,11.659777,98.88065
20201019T1800,12.590529,62.0,13.363711,117.255325
20201019T1900,10.330529,68.0,12.4811535,123.231705
20201019T2000,9.640529,72.0,12.181624,124.1597
20201019T2100,10.210529,69.0,14.904173,127.14668
20201019T2200,9.870529,70.0,15.629971,128.4537
20201019T2300,9.310529,70.0,13.830749,128.6598
20201020T0000,7.5105286,80.0,12.261157,130.23636
20201020T0100,6.6205287,83.0,12.031756,128.92754
20201020T0200,6.6005287,79.0,11.525623,128.6598
20201020T0300,5.8205285,83.0,12.096214,126.528854
20201020T0400,5.3305287,85.0,12.55879,117.29957
20201020T0500,5.6405287,83.0,12.72283,115.11483
20201020T0600,5.6105285,83.0,12.979984,109.44003
20201020T0700,4.6605287,86.0,12.10157,112.75097
20201020T0800,5.3305287,83.0,12.979984,109.44003
20201020T0900,8.960529,75.0,11.753877,117.34987
20201020T1000,13.460529,61.0,6.9153743,128.6598
20201020T1100,16.180529,50.0,4.2136917,160.01689
20201020T1200,17.65053,43.0,1.08,180.0
20201020T1300,19.910528,42.0,4.829907,243.43495
20201020T1400,18.81053,47.0,10.464797,310.8151
20201020T1500,19.29053,44.0,8.14587,315.0
20201020T1600,19.14053,45.0,1.1384199,288.43497
20201020T1700,18.38053,52.0,5.8048253,150.25511
20201020T1800,16.82053,44.0,14.77755,182.79271
20201020T1900,16.250528,48.0,12.605142,178.36342
20201020T2000,15.480529,52.0,9.449572,130.36453
20201020T2100,13.040529,63.0,11.183201,123.17851
20201020T2200,12.450529,68.0,11.592894,126.15819
20201020T2300,11.340529,74.0,10.383987,123.69006
20201021T0000,10.840529,77.0,10.495713,120.96376
20201021T0100,11.000529,77.0,11.269782,116.56505
20201021T0200,10.980529,75.0,13.779114,109.85521
20201021T0300,12.270529,64.0,17.25373,113.35556
20201021T0400,13.100529,54.0,18.86139,113.62937
20201021T0500,12.460529,55.0,18.388212,113.05129
20201021T0600,11.390529,62.0,17.114204,112.249016
20201021T0700,10.810529,66.0,17.31746,110.69544
20201021T0800,11.790529,65.0,17.193533,109.57312
20201021T0900,14.140529,57.0,19.353138,108.434944
20201021T1000,16.82053,50.0,16.92383,113.83874
20201021T1100,20.37053,37.0,9.793059,143.97263
20201021T1200,23.160528,21.0,13.202726,205.86636
20201021T1300,20.930529,41.0,21.437386,130.91438
20201021T1400,21.580528,44.0,18.723461,127.9716
20201021T1500,22.89053,45.0,15.281989,136.90915
20201021T1600,22.63053,48.0,9.931042,136.4688
20201021T1700,22.39053,49.0,7.127636,135.0
20201021T1800,21.65053,49.0,6.12,151.9275
20201021T1900,19.940529,44.0,9.028754,175.42609
20201021T2000,17.15053,43.0,9.47012,188.74615
20201021T2100,16.07053,49.0,7.5599995,180.0
20201021T2200,15.590529,50.0,6.0347,162.64597
20201021T2300,15.200529,53.0,6.1094027,135.0
20201022T0000,14.780529,56.0,8.404285,133.26428
